number,flag,text
1074737,0,"I've seen how you strut about, as if you were something special. I have some news for you, you don't impress me at all. It's not enough to have a fancy hat you know.  That may impress people in the big city, but not here. If you want a reputation you have to climb a mountain, slay some great beast, and then write about it.  Trust me, it's a long process.  The first step is doing a great feat.  If I were you, I'd go pluck a feather from the harpy Saliva, that would give you a good start."
1074738,0,A Feather in Yer Cap
1074739,0,"Guile, Irk and Spite"
1074740,0,"You know them, don't you.  The three?  They look like you, you'll see. They looked like me, I remember, they looked like, well, you'll see.  The three.  They'll drive you mad too, if you let them.  They are trouble, and they need to be slain.  Seek them out."
1074741,0,Drool
1074742,0,"When I was a child I was savaged by a Cu'Sidhe.  It ran up and slobbered all over me. Long story short:  it was horrible, I was traumatized and I've never been the same since.  Look at me now.  Kill them, kill them all.  Well at least a few."
1074743,0,I don't think I'm asking anything unreasonable here.
1074744,0,Slaughter me some  -- Cu'Sidhe.  I'm a poet!
1074745,0,"You just don't understand the gravity of the situation.  If you did, you'd agree to my task."
1074746,0,"Perhaps I was unclear.  You'll know them when you see them, because you'll see you, and you, and you.  Hurry now."
1074747,0,"Are you one of THEM?  Ahhhh!  Oh, wait, if you were them, then you'd be me.  So you're -- you.  Good job!"
1074748,0,It's rare to find someone who shares my aversions and is willing to take immediate measures.  I'm glad we met.
1074749,0,Ha ha!  This just goes to prove that there's no request that someone is not willing to fuffilll.  Well done my friend!
1074750,0,Momento!
1074751,0,"I was going to march right out there and get it myself, but no ... Master Gnosos won't let me.  But you see, that bridle means so much to me.  A momento of happier, less-dead ... well undead horseback riding.  Could you fetch it for me?  I think my horse, formerly known as 'Resolve', may still be wearing it."
1074752,0,Hrmph.
1074753,0,The bridle would be hard to miss on him now ... since he's skeletal.  Please do what you need to do to retreive it for me.
1074754,0,I'd know that jingling sound anywhere!  You have recovered my bridle.  Thank you.
1074755,0,Culinary Crisis
1074756,0,"You have NO idea how impossible this is.  Simply intolerable!  How can one expect an artiste' like me to create masterpieces of culinary delight without the best, fresh ingredients?  Ever since this whositwhatsit started this uproar, my thrice-daily produce deliveries have ended.  I can't survive another hour without produce!"
1074757,0,You have no artistry in your soul.
1074758,0,I must have fresh produce and cheese at once!
1074759,0,"Those dates look bruised!  Oh no, and you fetched a soft cheese.  *deep pained sigh*  Well, even I can only do so much with inferior ingredients.  BAM!"
1074760,0,A hydra scale.
1074761,0,Resolve's Bridle
1074762,0,Damage modifier: ~1_PERCENT~%
1074763,0,
1074764,0,Autofill type: ~1_TYPE~
1074765,0,Your weapon bears a curse temporarily reducing your combat prowess. 
1074766,0,Your weapon is no longer cursed with attune weapon.
1074767,0,Charmed humanoids are loyal only to their masters.
1074768,0,You cannot transfer ownership of a charmed humanoid.
1074769,0,An item must be in your backpack (and not in a container within) to be toggled as a quest item.
1074770,0,You are now under the effects of Ethereal Voyage.
1074771,0,You are no longer under the effects of Ethereal Voyage.
1074772,0,GM
1074773,0,GM:
1074774,0,"You weave powerful magic, protecting yourself from death."
1074775,0,"You weave powerful magic, protecting your pet from death."
1074776,0,You are no longer protected with Gift of Life.
1074777,0,A quest objective has failed!
1074778,0,Sanctuary Entrance
1074779,0,Bravehorn's drinking pool
1074780,0,Palace Entrance
1074781,0,Sheep Farm
1074782,0,Return to
1074783,0,Value:
1074784,0,Value: ~1_val~
1074785,0,Type Names of Involved Players
1074786,0,Select Names of Involved Players From List
1074787,0,Type the names of up to three players involved in this complaint.
1074788,0,Select the names of up to three players involved in this complaint from the list below.
1074789,0,Target Involved Players
1074790,0,"You may select up to three players as the targets of this complaint.  Please select one of the options below to select the players by either targeting them, typing their names or selecting their names from a list.  Since there may be several players with the same name, targeting the players is the most accurate way to identify the players."
1074791,0,Submit Petition Without Any Targets
1074792,0,GPS - save
1074793,0,GPS - save
1074794,0,Target the material to use:
1074795,0,<U>Suggestion for the Game</U>: If you'd like to make a suggestion for the game it should be directed to the Development Team Members who participate in the discussion forums.  Choosing this option will take you to the discussion forums.
1074796,0,<U>Visit the Ultima Online Knowledge Base</U>: You can find detailed answers to many of the most frequently asked questions in our Knowledge Base.  This selection will launch your web browser and take you to those answers.
1074797,0,"Bone Throne, Bone Couch<br>and Bone Table"
1074798,0,"Disturbing Portrait,<br>Unsettling Portrait,<br>and Creepy Portrait"
1074799,0,Mounted Pixies (5)
1074800,0,Haunted Mirror
1074801,0,Bed of Nails
1074802,0,Choose your item
1074803,0,Evil Furniture item
1074804,0,The Citadel
1074805,0,The Prism of Light
1074806,0,The Palace of Paroxysmus
1074807,0,Sanctuary
1074808,0,Fire
1074809,0,Ice
1074810,0,Blood
1074811,0,As an official friend of the library you can make contributions at a donation area.
1074812,0,Stout Whip
1074813,0,You have failed to complete your delivery.
1074814,0,<CENTER>Are you sure you want to teleport <BR>yourself to an unknown area?</CENTER>
1074815,0,"If you die in a teleported place, your corpse will remain there and you may not be able to recover items. Is this ok?"
1074816,0,Charger of the Fallen Statuette
1074817,0,Sacrificial altar
1074818,0,Sacrificial Altar
1074819,0,Aquarium food
1074820,0,Pet Beetles
1074821,0,Unusual Riding Creatures
1074822,0,You have already learned the art of spellweaving.
1074823,0,Lost Civilization
1074824,0,Emissary to the Minotaur
1074825,0,*whew*  It is done!  The fierce essence of the bull has been infused into your aura.  You are able now to breach the ancient defenses of the city.  Go forth and seek the minotaur -- and then return with wondrous tales and evidence of your visit to the Labyrinth.
1074826,0,Minotaur Artifact
1074827,0,As you wish.  I can't understand why you'd pass up such a remarkable opportunity.  Think of the adventures you would have.
1074828,0,You won't reach the minotaur city by loitering around here!  What are you waiting for?  You need to get to Malas and find the access point for the island.  You'll be renowned for your discovery!
1074829,0,"Oh! You've returned at last!  I can't wait to hear the tales ... but first, let me see those artifacts.  You've certainly earned this reward."
1074830,0,Felucca: ~1_PHASE~
1074831,0,Trammel: ~1_PHASE~
1074832,0,Earthen Mixtures
1074833,0,Huntsman's Forest
1074834,0,Please enter [ to reply to the GM.
1074835,0,Bedlam
1074836,0,The container cannot hold that type of object.
1074837,0,I cannot accept such an item.
1074838,0,Word of Death has no effect on this creature.
1074839,0,"As you examine the ticket, your surroundings mysteriously change!"
1074840,0,This ticket can only be used while you are in the Prism of Light dungeon.
1074841,0,Double click to transport out of the Prism of Light dungeon
1074842,0,Quiver of Chaos
1074843,0,Wildfire Removal
1074844,0,Wildfire has been removed!
1074845,0,Wildfire has been removed from your target!
1074846,0,A tasty bite of the enchanted apple lifts all curses from your soul.
1074847,0,"The grapes of wrath invigorate you for a short time, allowing you to deal extra damage."
1074848,0,Interactive Quagmire Contribution Statue from the Britannia Royal Zoo.
1074849,0,Interactive Bake Kitsune Contribution Statue from the Britannia Royal Zoo.
1074850,0,Interactive Changeling Contribution Statue from the Britannia Royal Zoo.
1074851,0,Interactive Polar Bear Contribution Statue from the Britannia Royal Zoo.
1074852,0,Interactive Reptalon Contribution Statue from the Britannia Royal Zoo.
1074853,0,You have been given ~1_name~
1074854,0,"Here, take this..."
1074855,0,Gone Native
1074856,0,"Pathetic really.  I must say, a senior instructor going native -- forgetting about his students and peers and engaging in such disgraceful behavior!  I'm speaking, of course, of Theophilus.  Master Theophilus to you. He may have gone native but he still holds a Mastery Degree from Bedlam College!  But, well, that's neither here nor there.  I need you to take care of my colleague.  Convince him of the error of his ways.  He may resist.  In fact, assume he will and kill him.  We'll get him resurrected and be ready to cure his folly.  What do you say?"
